study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes,U_depth_cm,L_depth_cm,OC mass,N mass
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,1C,old forest (>70 yr),mangrove,mangrove,2013,-34.017179,151.150425,0.2,0.3,6.662735849,0.9096,,0.418335585,mangrove encroachment (of salt marsh) site,,,2.787259498,0.380518048
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,1C,old forest (>70 yr),mangrove,mangrove,2013,-34.017179,151.150425,0.3,0.5,6.826923077,,,0.418641162,mangrove encroachment (of salt marsh) site,,,2.858031012,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,1C,old forest (>70 yr),mangrove,mangrove,2013,-34.017179,151.150425,0.5,1,8.070175439,0.8281,,0.375025068,mangrove encroachment (of salt marsh) site,,,3.026518096,0.310558259
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2A,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018197,151.152118,0,0.05,22.34,1.564,,0.162567225,mangrove encroachment (of salt marsh) site,,,3.631751808,0.25425514
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2A,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018197,151.152118,0.05,0.1,16.34,,,0.178864691,mangrove encroachment (of salt marsh) site,,,2.922649055,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2A,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018197,151.152118,0.1,0.15,14.46723362,1.264,,0.261981769,mangrove encroachment (of salt marsh) site,,,3.790151451,0.331144956
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2A,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018197,151.152118,0.15,0.2,4.795275591,,,0.419252317,mangrove encroachment (of salt marsh) site,,,2.010430403,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2A,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018197,151.152118,0.2,0.3,0.82852292,0.7147,,0.969495519,mangrove encroachment (of salt marsh) site,,,0.803249258,0.692898447
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2A,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018197,151.152118,0.3,0.5,3.876165113,,,0.58940805,mangrove encroachment (of salt marsh) site,,,2.284642921,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2A,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018197,151.152118,0.5,1,0.571289538,0.5251,,0.843658708,mangrove encroachment (of salt marsh) site,,,0.481973393,0.443005188
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2B,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018014,151.152284,0,0.05,1.895532646,0.4705,,0.780852348,mangrove encroachment (of salt marsh) site,,,1.480131117,0.36739103
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2B,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018014,151.152284,0.05,0.1,0.212002982,,,1.394248231,mangrove encroachment (of salt marsh) site,,,0.295584783,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2B,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018014,151.152284,0.1,0.15,0.1444,0.3357,,1.471864914,mangrove encroachment (of salt marsh) site,,,0.212537294,0.494105052
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2B,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018014,151.152284,0.15,0.2,0.846942801,,,1.274054418,mangrove encroachment (of salt marsh) site,,,1.079051217,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2B,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018014,151.152284,0.2,0.3,2.813826562,0.405,,0.864988017,mangrove encroachment (of salt marsh) site,,,2.433926258,0.350320147
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2B,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018014,151.152284,0.3,0.5,4.225753871,,,0.721162878,mangrove encroachment (of salt marsh) site,,,3.047456824,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2B,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.018014,151.152284,0.5,1,2.573349633,0.3721,,1.061759549,mangrove encroachment (of salt marsh) site,,,2.732278547,0.395080728
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2C,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.017396,151.15221,0,0.05,13.91794872,1.344,,0.27766808,mangrove encroachment (of salt marsh) site,,,3.864570097,0.373185899
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2C,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.017396,151.15221,0.05,0.1,5.284052019,,,0.427197332,mangrove encroachment (of salt marsh) site,,,2.257332925,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2C,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.017396,151.15221,0.1,0.15,1.566176471,0.8112,,0.737460344,mangrove encroachment (of salt marsh) site,,,1.154993039,0.598227831
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2C,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.017396,151.15221,0.15,0.2,0.407124937,,,1.031629609,mangrove encroachment (of salt marsh) site,,,0.42000214,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2C,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.017396,151.15221,0.2,0.3,0.513317191,0.4926,,0.939548925,mangrove encroachment (of salt marsh) site,,,0.482286615,0.4628218
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2C,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.017396,151.15221,0.3,0.5,3.162,,,0.589000613,mangrove encroachment (of salt marsh) site,,,1.86241994,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,2C,mangrove encroached salt marsh (57-70 y prior),mangrove,mangrove,2013,-34.017396,151.15221,0.5,1,3.491,0.4498,,0.59335,mangrove encroachment (of salt marsh) site,,,2.071384849,0.26688883
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3B,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019499,151.149488,0,0.05,8.509,0.7458,,0.410128996,mangrove encroachment (of salt marsh) site,,,3.489787625,0.305874205
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3B,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019499,151.149488,0.05,0.1,3.846,,,0.539633347,mangrove encroachment (of salt marsh) site,,,2.075429854,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3B,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019499,151.149488,0.1,0.15,1.025,0.2963,,0.846273637,mangrove encroachment (of salt marsh) site,,,0.867430478,0.250750879
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3B,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019499,151.149488,0.15,0.2,0.3209,,,1.171469202,mangrove encroachment (of salt marsh) site,,,0.375924467,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3B,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019499,151.149488,0.2,0.3,0.1852,0.2355,,1.409722777,mangrove encroachment (of salt marsh) site,,,0.261080658,0.331989714
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3B,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019499,151.149488,0.3,0.5,2.329,,,1.129576362,mangrove encroachment (of salt marsh) site,,,2.630783347,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3B,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019499,151.149488,0.5,1,1.105,0.2521,,1.244236492,mangrove encroachment (of salt marsh) site,,,1.374881324,0.31367202
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3C,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019265,151.147628,0,0.05,7.978,0.9016,,0.459181109,mangrove encroachment (of salt marsh) site,,,3.663346891,0.413997688
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3C,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019265,151.147628,0.05,0.1,1.742,,,0.851746326,mangrove encroachment (of salt marsh) site,,,1.4837421,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3C,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019265,151.147628,0.1,0.15,9.667,0.9088,,1.305834477,mangrove encroachment (of salt marsh) site,,,12.62350189,1.186742373
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3C,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019265,151.147628,0.15,0.2,0.5244,,,1.025314341,mangrove encroachment (of salt marsh) site,,,0.53767484,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3C,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019265,151.147628,0.2,0.3,0.2677,0.5996,,1.366746257,mangrove encroachment (of salt marsh) site,,,0.365877973,0.819501056
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3C,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019265,151.147628,0.3,0.5,2.537,,,1.1312988,mangrove encroachment (of salt marsh) site,,,2.870105056,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3C,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019265,151.147628,0.5,1,3.707,0.5746,,0.640999716,mangrove encroachment (of salt marsh) site,,,2.376185949,0.368318437
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3E,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019882,151.15011,0,0.05,0.8739,0.5116,,0.526815594,mangrove encroachment (of salt marsh) site,,,0.460384148,0.269518858
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3E,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019882,151.15011,0.05,0.1,3.066,,,0.6747151,mangrove encroachment (of salt marsh) site,,,2.068676495,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3E,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019882,151.15011,0.1,0.15,0.8682,0.5782,,1.268350305,mangrove encroachment (of salt marsh) site,,,1.101181735,0.733360146
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3E,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019882,151.15011,0.15,0.2,0.2138,,,1.476957872,mangrove encroachment (of salt marsh) site,,,0.315773593,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3E,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019882,151.15011,0.2,0.3,0.2097,0.4282,,1.406471331,mangrove encroachment (of salt marsh) site,,,0.294937038,0.602251024
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3E,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019882,151.15011,0.3,0.5,1.889,,,1.042019243,mangrove encroachment (of salt marsh) site,,,1.968374351,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,3E,mangrove encroached salt marsh (30-43 y prior),mangrove,mangrove,2013,-34.019882,151.15011,0.5,1,0.5935,0.3316,,1.324658051,mangrove encroachment (of salt marsh) site,,,0.786184553,0.43925661
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4A,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020201,151.152524,0,0.05,5.915,0.8281,,0.480367815,mangrove encroachment (of salt marsh) site,,,2.841375628,0.397792588
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4A,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020201,151.152524,0.05,0.1,3.425,,,0.685715889,mangrove encroachment (of salt marsh) site,,,2.348576921,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4A,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020201,151.152524,0.1,0.15,0.6914,0.5167,,1.360838425,mangrove encroachment (of salt marsh) site,,,0.940883687,0.703145214
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4A,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020201,151.152524,0.15,0.2,1.098,,,0.986607858,mangrove encroachment (of salt marsh) site,,,1.083295429,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4A,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020201,151.152524,0.2,0.3,0.1476,0.3962,,1.592262445,mangrove encroachment (of salt marsh) site,,,0.235017937,0.630854381
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4A,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020201,151.152524,0.3,0.5,0.0186,,,1.67201817,mangrove encroachment (of salt marsh) site,,,0.031099538,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4A,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020201,151.152524,0.5,1,0.41,0.3075,,1.547362926,mangrove encroachment (of salt marsh) site,,,0.6344188,0.4758141
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4B,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.021042,151.151427,0,0.05,4.932,0.4952,,0.615636785,mangrove encroachment (of salt marsh) site,,,3.036320622,0.304863336
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4B,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.021042,151.151427,0.05,0.1,1.628,,,0.915102726,mangrove encroachment (of salt marsh) site,,,1.489787237,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4B,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.021042,151.151427,0.1,0.15,0.4039,0.2414,,1.316020393,mangrove encroachment (of salt marsh) site,,,0.531540637,0.317687323
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4B,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.021042,151.151427,0.15,0.2,0.0872,,,1.369802032,mangrove encroachment (of salt marsh) site,,,0.119446737,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4B,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.021042,151.151427,0.2,0.3,0.1922,0.2331,,1.396387274,mangrove encroachment (of salt marsh) site,,,0.268385634,0.325497873
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4B,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.021042,151.151427,0.3,0.5,1.052,,,1.110213953,mangrove encroachment (of salt marsh) site,,,1.167945079,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4B,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.021042,151.151427,0.5,1,0.4058,0.2377,,1.35099883,mangrove encroachment (of salt marsh) site,,,0.548235325,0.321132422
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4C,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020932,151.151121,0,0.05,3.788,0.7723,,0.605858305,mangrove encroachment (of salt marsh) site,,,2.294991259,0.467904369
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4C,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020932,151.151121,0.05,0.1,1,,,1.054038625,mangrove encroachment (of salt marsh) site,,,1.054038625,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4C,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020932,151.151121,0.1,0.15,0.5434,1.302,,1.389766428,mangrove encroachment (of salt marsh) site,,,0.755199077,1.809475889
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4C,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020932,151.151121,0.15,0.2,0.17,,,1.467179392,mangrove encroachment (of salt marsh) site,,,0.249420497,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4C,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020932,151.151121,0.2,0.3,0.2491,0.3922,,1.500487339,mangrove encroachment (of salt marsh) site,,,0.373771396,0.588491134
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4C,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020932,151.151121,0.3,0.5,1.206,,,1.238199992,mangrove encroachment (of salt marsh) site,,,1.493269191,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,4C,mangrove encroached salt marsh (0-14 y prior),mangrove,mangrove,2013,-34.020932,151.151121,0.5,1,2.854,0.3823,,0.918830771,mangrove encroachment (of salt marsh) site,,,2.62234302,0.351269004
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5A,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.0199,151.153277,0,0.05,9.904,0.9793,,0.345710001,mangrove encroachment (of salt marsh) site,,,3.423911852,0.338553804
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5A,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.0199,151.153277,0.05,0.1,7.458,,,0.273593713,mangrove encroachment (of salt marsh) site,,,2.040461914,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5A,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.0199,151.153277,0.1,0.15,2.876,0.6539,,1.244311542,mangrove encroachment (of salt marsh) site,,,3.578639996,0.813655317
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5A,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.0199,151.153277,0.15,0.2,0.0884,,,1.481032238,mangrove encroachment (of salt marsh) site,,,0.13092325,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5A,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.0199,151.153277,0.2,0.3,0.0589,0.3981,,1.445075954,mangrove encroachment (of salt marsh) site,,,0.085114974,0.575284737
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5A,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.0199,151.153277,0.3,0.5,0.3471,,,1.306038195,mangrove encroachment (of salt marsh) site,,,0.453325858,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5A,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.0199,151.153277,0.5,1,0.2377,0.2985,,1.49816495,mangrove encroachment (of salt marsh) site,,,0.356113809,0.447202238
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5B,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.022588,151.153818,0,0.05,2.152,0.5951,,0.895953203,mangrove encroachment (of salt marsh) site,,,1.928091293,0.533181751
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5B,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.022588,151.153818,0.05,0.1,0.957,,,1.157323817,mangrove encroachment (of salt marsh) site,,,1.107558892,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5B,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.022588,151.153818,0.1,0.15,0.183,0.3524,,1.4783839,mangrove encroachment (of salt marsh) site,,,0.270544254,0.520982486
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5B,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.022588,151.153818,0.15,0.2,0.2912,,,1.584113712,mangrove encroachment (of salt marsh) site,,,0.461293913,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5B,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.022588,151.153818,0.2,0.3,0.1484,0.3501,,1.594808924,mangrove encroachment (of salt marsh) site,,,0.236669644,0.558342604
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5B,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.022588,151.153818,0.3,0.5,0.1416,,,1.449812405,mangrove encroachment (of salt marsh) site,,,0.205293437,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5B,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.022588,151.153818,0.5,1,0.4874,0.5084,,1.313107221,mangrove encroachment (of salt marsh) site,,,0.64000846,0.667583711
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5C,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.01966,151.153076,0,0.05,25.57,1.569,,0.167916053,mangrove encroachment (of salt marsh) site,,,4.293613487,0.263460288
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5C,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.01966,151.153076,0.05,0.1,7.069,,,0.513659872,mangrove encroachment (of salt marsh) site,,,3.631061634,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5C,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.01966,151.153076,0.1,0.15,1.002,0.5903,,1.481898041,mangrove encroachment (of salt marsh) site,,,1.484861837,0.874764414
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5C,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.01966,151.153076,0.15,0.2,0.1442,,,1.687711815,mangrove encroachment (of salt marsh) site,,,0.243368044,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5C,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.01966,151.153076,0.2,0.3,0.1484,0.3524,,1.746987737,mangrove encroachment (of salt marsh) site,,,0.25925298,0.615638478
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5C,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.01966,151.153076,0.3,0.5,0.0186,,,1.705931873,mangrove encroachment (of salt marsh) site,,,0.031730333,0
Kelleway_et_al_2016a,https://doi.org/10.1111/gcb.13158,TP,5C,Salicornia quinqueflora marsh,Salt marsh,saltmarsh,2013,-34.01966,151.153076,0.5,1,0.4364,0.329,,1.538802926,mangrove encroachment (of salt marsh) site,,,0.671533597,0.506266163
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-M,CLA-M-S1,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-29.433247,153.357211,0,0.2,0.4275321,0.0344055,,1.458068456,,,,0.623371069,0.050165574
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-M,CLA-M-S2,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-29.433082,153.357022,0,0.2,0.5812373,0.0255879,,1.440751352,,,,0.837418426,0.036865802
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-M,CLA-M-S4,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-29.432776,153.355344,0,0.2,0.5285117,0.0452749,,1.601654398,,,,0.846493088,0.072514743
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-M,CLA-M-S5,marine-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-29.432585,153.355133,0,0.2,0.5885182,0.0345093,,1.398431365,,,,0.823002309,0.048258887
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-M,CLA-M-R1,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-29.430523,153.354053,0,0.2,1.1028997,0.0511089,,1.287502877,,,,1.419986537,0.065802856
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-M,CLA-M-R2,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-29.430525,153.354074,0,0.2,0.9621404,0.0684471,,1.516528494,,,,1.459113332,0.103801977
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-M,CLA-M-R3,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-29.43065,153.354144,0,0.2,1.0297503,0.0806273,,1.425105209,,,,1.467502517,0.114902385
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-M,CLA-M-R4,marine-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-29.43068,153.354197,0,0.2,0.787725,0.0629987,,1.525873816,,,,1.201968952,0.096128067
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-F,CLA-F-S1,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-29.378531,153.351907,0,0.2,0.7667211,0.0551449,,0.733215533,,,,0.56217182,0.040433097
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-F,CLA-F-S3,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-29.378577,153.351646,0,0.2,0.5522168,0.038972,,1.524965344,,,,0.842111482,0.059430949
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-F,CLA-F-S4,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-29.378704,153.35155,0,0.2,1.0039532,0.0652877,,1.367730433,,,,1.373137345,0.089295974
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-F,CLA-F-S5,fluvial-influenced location; herbaceous dominated,Salt marsh,saltmarsh,2014,-29.378677,153.351427,0,0.2,0.1008984,0.0078103,,1.537523934,,,,0.155133705,0.012008523
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-F,CLA-F-R1,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-29.379282,153.351802,0,0.2,1.4187137,0.0925873,,1.351373497,,,,1.917212094,0.125120023
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-F,CLA-F-R2,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-29.379417,153.351839,0,0.2,1.6990837,0.0892616,,1.352215771,,,,2.297527775,0.120700943
Kelleway_et_al_2016b,https://doi.org/10.1007/s10021-016-9972-3,CLA-F,CLA-F-R4,fluvial-influenced location; rush dominated,Salt marsh,saltmarsh,2014,-29.378973,153.352044,0,0.2,2.5826073,0.1166672,,1.022521358,,,,2.640771124,0.119294704
