"","study_id","site_id","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI"
"138","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.38,0.39,11.49,0.4,0.33,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"139","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.39,0.4,12.14,0.4,0.3,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"140","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.4,0.41,10.66,0.38,0.25,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"141","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.41,0.42,10.29,0.36,0.41,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"142","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.42,0.43,10.57,0.37,0.25,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"143","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.43,0.44,9.99,0.35,0.49,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"144","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.44,0.45,10.14,0.35,0.34,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"145","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.45,0.46,12.7,0.36,0.37,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"146","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.46,0.47,10.46,0.34,0.29,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"147","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.47,0.48,11.03,0.35,0.43,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
"148","Ruiz-Fernández et al., 2017","EU","EUIII","marsh only flooded with the highest tide",NA,23.15536,-106.32785,0.48,0.49,10.72,0.35,0.4,"https://doi.org/10.1016/j.scitotenv.2018.02.246"
