"study_id","site_id","core_id","core_year","core_month","core_day","core_latitude","core_longitude","core_position_method","core_position_notes","core_elevation_notes","salinity_class","vegetation_class","vegetation_method","inundation_class","core_length_flag","depth_min","depth_max","sample_id","dry_bulk_density","fraction_organic_matter","total_pb210_activity","total_pb210_activity_sd","ra226_activity","ra226_activity_sd","excess_pb210_activity","excess_pb210_activity_sd","delta_c13","core_diameter","decompressed_depth_max","wet_weight","dry_weight","accumulated_mass","mid_section_accumulated_mass","cn_ratio","delta_n15","k40_activity","k40_activity_sd","fraction_organic_carbon","fraction_estimated_organic_carbon","fraction_inorganic_carbon","fraction_nitrogen","fraction_h2o","Habitat_type"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",52,53,"MB2053",0.513408636271469,0.48358983867977,NA,NA,NA,NA,NA,NA,NA,10,57.8673469387755,93.09302,40.32302,32.623199027057,32.3664947089213,NA,NA,NA,NA,NA,0.229081587242722,NA,NA,0.566852380554418,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",53,54,"MB2054",0.543457089527218,0.48196355522499,NA,NA,NA,NA,NA,NA,NA,10,58.9591836734694,99.50302,42.68302,33.1666561165842,32.8949275718206,NA,NA,NA,NA,NA,0.22824730383042,NA,NA,0.57103794437596,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",54,55,"MB2055",0.512899340453575,0.480886064118142,9.63929367963396,0.897011025286551,NA,NA,NA,NA,-26.80593219589,10,60.0510204081633,94.21302,40.28302,33.6795554570378,33.423105786811,19.3587259659837,0.624542980503865,NA,NA,0.239101194817358,0.239101194817358,NA,0.0144496334367118,0.572426189076627,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",55,56,"MB2056",0.525504411946453,0.48565965583174,NA,NA,NA,NA,NA,NA,NA,10,61.1428571428571,99.35302,41.27302,34.2050598689843,33.942307663011,NA,NA,NA,NA,NA,0.230143403441683,0.0262179612600267,NA,0.584582129461188,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",56,57,"MB2057",0.432303277271839,0.488533988533988,NA,NA,NA,NA,NA,NA,NA,10,62.234693877551,83.85302,33.95302,34.6373631462561,34.4212115076202,NA,NA,NA,NA,NA,0.231617936117936,0.0276220976781447,NA,0.595088882904873,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",57,58,"MB2058",0.542565821845904,0.498628571428573,NA,NA,NA,NA,NA,NA,NA,10,63.3265306122449,106.61302,42.61302,35.179928968102,34.908646057179,NA,NA,NA,NA,NA,0.236796457142858,0.0298609528151365,NA,0.600301914344045,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",58,59,"MB2059",0.498766381507014,0.503341540626099,NA,NA,NA,NA,NA,NA,NA,10,64.4183673469388,99.43302,39.17302,35.678695349609,35.4293121588555,NA,NA,NA,NA,NA,0.239214210341189,NA,NA,0.606036103499622,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",59,60,"MB2060",0.489599056784921,0.512315270935961,8.74310182917247,0.960160951648612,12.02,1.18,NA,NA,-26.8852234300172,10,65.5102040816327,98.20302,38.45302,36.1682944063939,35.9234948780015,19.1524640368216,0.356205269768699,137,11,0.248730017336122,0.248730017336122,0.0281986531986524,0.015151315238999,0.608433426996441,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",60,61,"MB2061",0.531997933624602,0.498638701220127,NA,NA,NA,NA,NA,NA,NA,10,66.6020408163265,105.59302,41.78302,36.7002923400185,36.4342933732062,NA,NA,NA,NA,NA,0.236801653725925,0.0267497988736948,NA,0.604301307037151,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",61,62,"MB2062",0.42186271300501,0.470250521920668,NA,NA,NA,NA,NA,NA,NA,10,67.6938775510204,82.28302,33.13302,37.1221550530235,36.911223696521,NA,NA,NA,NA,NA,0.222238517745303,0.0250246305418698,NA,0.597328586140859,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",62,63,"MB2063",0.432939897044206,0.483636363636362,NA,NA,NA,NA,NA,NA,NA,10,68.7857142857143,86.90302,34.00302,37.5550949500677,37.3386250015456,NA,NA,NA,NA,NA,0.229105454545454,0.027133388566695,NA,0.608724529941537,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",63,64,"MB2064",0.492782155646759,0.481742894786374,NA,NA,NA,NA,NA,NA,NA,10,69.8775510204082,98.60302,38.70302,38.0478771057145,37.8014860278911,NA,NA,NA,NA,NA,0.22813410502541,0.0256037770110742,NA,0.607486464410522,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",64,65,"MB2065",0.605973151173715,0.414475687747436,13.6193459698018,1.02365993052911,NA,NA,NA,NA,-26.9227500672785,10,70.969387755102,114.01302,47.59302,38.6538502568882,38.3508636813014,17.8745136515639,0.740682784126794,NA,NA,0.228657126269652,0.228657126269652,0.0249653259362022,0.0149244143093792,0.582565043887093,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",65,66,"MB2066",0.473938210384679,0.384735899731423,NA,NA,NA,NA,NA,NA,NA,10,72.0612244897959,85.78302,37.22302,39.1277884672729,38.8908193620806,NA,NA,NA,NA,NA,0.17836951656222,0.0249181520552941,NA,0.566079394267071,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",66,67,"MB2067",0.537854835530384,0.400444616276823,NA,NA,NA,NA,NA,NA,NA,10,73.1530612244898,98.65302,42.24302,39.6656433028033,39.3967158850381,NA,NA,NA,NA,NA,0.18642808815001,0.0235369982266622,NA,0.571802059379429,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",67,68,"MB2068",0.528560186853817,0.360476864012933,NA,NA,NA,NA,NA,NA,NA,10,74.2448979591837,90.79302,41.51302,40.1942034896571,39.9299233962302,NA,NA,NA,NA,NA,0.165924631238634,NA,NA,0.542773001713127,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",68,69,"MB2069",0.572232303238233,0.367498246668671,NA,NA,NA,NA,NA,NA,NA,10,75.3367346938775,103.91302,44.94302,40.7664357928953,40.4803196412762,NA,NA,NA,NA,NA,0.169526600541028,NA,NA,0.567493852069741,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",69,70,"MB2070",0.505005255276216,0.386280154869454,NA,NA,NA,NA,NA,NA,-27.3918195418252,10,76.4285714285714,95.06302,39.66302,41.2714410481715,41.0189384205334,19.537530798465,0.0365850066383961,NA,NA,0.188788747391331,0.188788747391331,NA,0.0112733559268669,0.582771302657963,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",70,71,"MB2071",0.567139345059292,0.369596472730759,NA,NA,NA,NA,NA,NA,NA,10,77.5204081632653,102.84302,44.54302,41.8385803932308,41.5550107207012,NA,NA,NA,NA,NA,0.170602990510879,NA,NA,0.566883391794601,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",71,72,"MB2072",0.430393417954736,0.37765424223093,NA,NA,NA,NA,NA,NA,NA,10,78.6122448979592,81.21302,33.80302,42.2689738111856,42.0537771022082,NA,NA,NA,NA,NA,0.174736626264467,NA,NA,0.583773390030318,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",72,73,"MB2073",0.585346670549005,0.312097150864081,NA,NA,NA,NA,NA,NA,NA,10,79.7040816326531,104.56302,45.97302,42.8543204817346,42.5616471464601,NA,NA,NA,NA,NA,0.141105838393273,NA,NA,0.560331941445456,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",73,74,"MB2074",0.508188354138054,0.306300553426991,NA,NA,NA,NA,NA,NA,NA,10,80.7959183673469,91.66302,39.91302,43.3625088358726,43.1084146588036,NA,NA,NA,NA,NA,0.138132183908047,NA,NA,0.564567914083564,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",74,75,"MB2075",0.587765825684002,0.276284269363854,NA,NA,NA,NA,NA,NA,-26.998428297163,10,81.8877551020408,101.68302,46.16302,43.9502746615566,43.6563917487146,19.7142091168767,-1.09453324373619,NA,NA,0.113103729786432,0.113103729786432,NA,0.00669336267233476,0.546010533518772,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",75,76,"MB2076",0.401236232380301,0.351734470439091,NA,NA,NA,NA,NA,NA,NA,10,82.9795918367347,73.58302,31.51302,44.3515108939369,44.1508927777468,NA,NA,NA,NA,NA,0.161439783335254,NA,NA,0.571735163900585,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",76,77,"MB2077",0.349797354773,0.457240478343886,NA,NA,NA,NA,NA,NA,NA,10,84.0714285714286,73.36302,27.47302,44.7013082487099,44.5264095713234,NA,NA,NA,NA,NA,0.215564365390413,NA,NA,0.625519505603777,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",77,78,"MB2078",0.436122995906044,0.523685354193829,NA,NA,NA,NA,NA,NA,NA,10,85.1632653061225,94.38302,34.25302,45.137431244616,44.919369746663,NA,NA,NA,NA,NA,0.249650586701434,NA,NA,0.637084933285669,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Phragmites",2019,10,23,38.049901,-121.765744,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",78,79,"MB2079",0.299377068801488,0.634012689867333,NA,NA,NA,NA,NA,NA,-27.7486366352435,10,86.2551020408163,69.69302,23.51302,45.4368083134175,45.2871197790167,20.8695179108625,-0.64788236052861,NA,NA,0.338691423820459,0.338691423820459,NA,0.018933834319744,0.662620159091972,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",0,1,"MB4001",0.188516356289306,0.518018886105222,53.7094520629593,2.32644816584053,NA,NA,37.3694520629593,2.7360484404233,-28.7080841179241,10,1.03105590062112,57.59604,14.80604,0.188516356289306,0.0942581781446531,18.7580940913395,2.01127692915456,NA,NA,0.23532870626959,0.23532870626959,0.104958016793283,0.0146968918349673,0.742933021089644,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",1,2,"MB4002",0.39576130233794,0.41998686514886,41.0548240960904,1.89255581852819,NA,NA,24.7148240960904,2.37810166440481,-28.486230262905,10,2.06211180124224,93.74302,31.08302,0.584277658627246,0.386397007458276,16.7090383311581,1.77509994515577,NA,NA,0.190900818036393,0.190900818036393,0.0386865446310624,0.0133291705140892,0.66842309966118,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",2,3,"MB4003",0.33095340951092,0.416101694915255,36.746783732743,1.74588739188639,16.34,1.44,20.406783732743,2.26312235311038,-28.0707394399512,10,3.09316770186335,75.92302,25.99302,0.915231068138165,0.749754363382706,17.1167070080511,2.04504778284392,201,14,0.183968764622819,0.183968764622819,0.0337445573294637,0.0125392241213414,0.657639804106844,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",3,4,"MB4004",0.414732571554494,0.39763129793224,38.3845430209166,1.76761624016549,NA,NA,20.2595430209166,3.08170686024755,-27.7542763843698,10,4.12422360248447,86.87302,32.57302,1.32996363969266,1.12259735391541,17.4098741915935,1.72262422745637,NA,NA,0.181701611538484,0.181701611538484,0.0290088638195004,0.0121762821677512,0.625050216971852,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",4,5,"MB4005",0.411422148738182,0.394697294976385,34.2262248872785,1.96809292292804,NA,NA,16.1012248872785,3.20091233139545,NA,10,5.15527950310559,81.96302,32.31302,1.74138578843084,1.53567471406175,NA,NA,NA,NA,NA,0.183479712322886,0.0320978896967522,NA,0.605760988309118,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",5,6,"MB4006",0.463624970072324,0.384155455904335,36.2349318321789,2.06363721547978,NA,NA,18.1099318321789,3.2605288769022,-27.2843202988514,10,6.18633540372671,84.50302,36.41302,2.20501075850316,1.973198273467,17.0557082299097,1.98103943573122,NA,NA,0.178782104349375,0.178782104349375,0.0305825242718441,0.0122292852884973,0.569092086886362,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",6,7,"MB4007",0.630164702523683,0.365242225513011,29.3727100115038,1.47239919435451,NA,NA,11.2477100115038,2.92239788316646,NA,10,7.21739130434783,102.06302,49.49302,2.83517546102685,2.52009310976501,NA,NA,NA,NA,NA,0.168369261688175,0.0306615564072648,NA,0.515073921974874,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",7,8,"MB4008",0.591967516181628,0.354217356042175,22.5370990453737,1.29848253657628,NA,NA,4.4120990453737,2.8387509397257,-26.363131929423,10,8.24844720496894,94.46302,46.49302,3.42714297720848,3.13115921911766,17.2280835661408,1.06369532511162,NA,NA,0.165213207231246,0.165213207231246,0.0277864992150689,0.0111880547264471,0.507817768265296,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",8,9,"MB4009",0.714198512476204,0.348190248279987,NA,NA,NA,NA,NA,NA,NA,10,9.27950310559006,111.56302,56.09302,4.14134148968468,3.78424223344658,NA,NA,NA,NA,NA,0.159621597367633,0.0296772219672627,NA,0.497207766516181,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",9,10,"MB4010",0.67421879077152,0.347480369744558,NA,NA,19.91,1.68,NA,NA,-26.2664092969666,10,10.3105590062112,99.83302,52.95302,4.8155602804562,4.47845088507044,18.5257831894507,0.991054203323367,243,14,0.160834411375767,0.160834411375767,0.0298552932216276,0.010128594547728,0.469584111549465,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",10,11,"MB4011",0.940580503530116,0.345213060320974,NA,NA,NA,NA,NA,NA,NA,10,11.3416149068323,137.47302,73.87302,5.75614078398632,5.28585053222126,NA,NA,NA,NA,NA,0.158094299944659,0.0304259634888438,NA,0.462636232185777,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",11,12,"MB4012",0.700447525393064,0.343392972623409,23.7716552236552,1.20441101909088,NA,NA,4.5316552236552,1.53245094632994,NA,10,12.3726708074534,102.60302,55.01302,6.45658830937938,6.10636454668285,NA,NA,NA,NA,NA,0.157160594955809,0.0303676953381484,NA,0.463826503352435,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",12,13,"MB4013",0.698664990030435,0.341186570011445,NA,NA,NA,NA,NA,NA,NA,10,13.4037267080745,103.56302,54.87302,7.15525329940981,6.8059208043946,NA,NA,NA,NA,NA,0.156028710415871,0.0315621832923137,NA,0.470148514402149,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",13,14,"MB4014",0.626344983889477,0.337835051546392,NA,NA,NA,NA,NA,NA,NA,10,14.4347826086957,91.15302,49.19302,7.78159828329929,7.46842579135455,NA,NA,NA,NA,NA,0.154309381443299,0.0302039545383771,NA,0.460324847163594,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",14,15,"MB4015",0.720055414381986,0.336910505070394,NA,NA,NA,NA,NA,NA,-26.2079736189841,10,15.4658385093168,104.38302,56.55302,8.50165369768128,8.14162599049028,18.4076748232587,0.881880195937879,NA,NA,0.14792471430071,0.14792471430071,0.0316258351893112,0.00937537385942787,0.458216288434652,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",15,16,"MB4016",0.749849219728788,0.331573096164536,21.8579429403213,1.29358226871867,NA,NA,2.61794294032126,1.60348217512492,NA,10,16.4968944099379,107.29302,58.89302,9.25150291741006,8.87657830754567,NA,NA,NA,NA,NA,0.151096998332407,0.0304920304920305,NA,0.451101106111097,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",16,17,"MB4017",0.981833464779535,0.329018945788783,NA,NA,NA,NA,NA,NA,NA,10,17.527950310559,138.32302,77.11302,10.2333363821896,9.74241964979983,NA,NA,NA,NA,NA,0.149786719189646,0.0313111545988253,NA,0.442514919064086,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",17,18,"MB4018",0.698919637939382,0.327670125815042,NA,NA,NA,NA,NA,NA,NA,10,18.5590062111801,97.78302,54.89302,10.932256020129,10.5827962011593,NA,NA,NA,NA,NA,0.149094774543117,0.0310066930747175,NA,0.438624211033777,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",18,19,"MB4019",0.942745010756166,0.321665285832643,NA,NA,NA,NA,NA,NA,NA,10,19.5900621118012,131.70302,74.04302,11.8750010308851,11.4036285255071,NA,NA,NA,NA,NA,0.146014291632146,0.0297709923664122,NA,0.437803172622769,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",19,20,"MB4020",0.662504986959956,0.327546777546776,21.218691456876,1.12907380268559,18.57,1.56,2.648691456876,1.92572263109486,-26.4926745906408,10,20.6211180124224,92.27302,52.03302,12.5375060178451,12.2062535243651,18.953409798633,0.794906762750648,241,15,0.14494226049394,0.14494226049394,0.0292162621734448,0.00892184075088126,0.43609713868691,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",20,21,"MB4021",1.00233262144977,0.320375586854459,NA,NA,NA,NA,NA,NA,NA,10,21.6521739130435,138.11302,78.72302,13.5398386392949,13.03867232857,NA,NA,NA,NA,NA,0.145352676056338,0.0319148936170217,NA,0.430010146762412,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",21,22,"MB4022",0.689624989262815,0.31570792175092,NA,NA,NA,NA,NA,NA,NA,10,22.6832298136646,95.38302,54.16302,14.2294636285577,13.8846511339263,NA,NA,NA,NA,NA,0.142958163858222,0.0332578545145768,NA,0.432152389387545,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",22,23,"MB4023",0.926320220629082,0.31619398138125,NA,NA,NA,NA,NA,NA,NA,10,23.7142857142857,127.36302,72.75302,15.1557838491868,14.6926237388722,NA,NA,NA,NA,NA,0.143207512448581,0.0329270223207236,NA,0.428774380506995,"mangrove"
"Arias-Ortiz_et_al_2021","US-MyB","Typha M2",2019,10,23,38.050084,-121.766915,"other moderate resolution","cell phone used to obtain coordinates","Core elevation not measured, but all cores sampled were below mean sea level","brackish","emergent","field observation","back","core depth limited by length of corer",23,24,"MB4024",0.742082458505904,0.312734596722511,NA,NA,NA,NA,NA,NA,NA,10,24.7453416149068,102.57302,58.28302,15.8978663076927,15.5268250784397,NA,NA,NA,NA,NA,0.141432848118648,0.0314373251631815,NA,0.4317899580221,"mangrove"
