"study_id","site_id","transect_id","plot_id","core_id","year","month","day","latitude","longitude","position_method","section_n","max_depth","habitat","site_description","ecotype","protection_status","protection_notes","ecosystem_health","pH","salinity","ORP","inundation_notes","tree_count","dominant_species","plot_sediment_carbon","plot_sediment_carbon_1m","plot_biomass_carbon","total_ecosystem_carbon","total_ecosystem_carbon_1m","depth_min","depth_max","soil_organic_matter","soil_total_carbon","soil_inorganic_carbon","soil_organic_carbon","soil_nitrogen","dry_bulk_density","soil_carbon_density_total","soil_carbon_density_inorganic","soil_carbon_density_organic","carbon_stock_total","carbon_stock_inorganic","carbon_stock_organic","fraction_carbon","fraction_nitrogen","core_latitude","core_longitude","Habitat_type"
"Morrissette_et_al_2023","Shipstern Lagoon","2",4,"Shipstern Lagoon_2_4_mangrove",2021,9,6,18.339418,-88.107297,"handheld",1,68,"mangrove","sparse red and black mangrove, ankle deep water, algae on surface sediments","Lagoon","National Legislation",NA,"healthy",8.14,25,19,"falling tide (plots 1-6)",17,"Rhizophora mangle",44.42118248,34.64157125,10.21249392,54.63367639,44.85406517,65,69,3.8828,11.2537,10.7706,0.483,0.0656,0.8458,0.0952,0.0911,0.0041,180.8436,173.0815,7.7621,0.00483,0.000656,18.339418,-88.107297,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",5,"Shipstern Lagoon_2_5_mangrove",2021,9,6,18.339505,-88.107522,"handheld",1,45,"mangrove","sparse red and black mangrove, ankle deep water, lots of curved roots on red (hurricane?)","Lagoon","National Legislation",NA,"healthy",8.3,23,-10,"falling tide (plots 1-6)",49,"Avicennia germinans",37.14029469,28.54746425,9.56804667,46.70834136,38.11551092,0,5,13.3982,11.423,8.61,2.813,0.578,0.4311,0.0492,0.0371,0.0121,24.6242,18.5603,6.0639,0.02813,0.00578,18.339505,-88.107522,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",5,"Shipstern Lagoon_2_5_mangrove",2021,9,6,18.339505,-88.107522,"handheld",1,45,"mangrove","sparse red and black mangrove, ankle deep water, lots of curved roots on red (hurricane?)","Lagoon","National Legislation",NA,"healthy",8.3,23,-10,"falling tide (plots 1-6)",49,"Avicennia germinans",37.14029469,28.54746425,9.56804667,46.70834136,38.11551092,5,10,8.3318,11.08,9.668,1.412,0.28,0.7161,0.0793,0.0692,0.0101,39.6724,34.6167,5.0557,0.01412,0.0028,18.339505,-88.107522,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",5,"Shipstern Lagoon_2_5_mangrove",2021,9,6,18.339505,-88.107522,"handheld",1,45,"mangrove","sparse red and black mangrove, ankle deep water, lots of curved roots on red (hurricane?)","Lagoon","National Legislation",NA,"healthy",8.3,23,-10,"falling tide (plots 1-6)",49,"Avicennia germinans",37.14029469,28.54746425,9.56804667,46.70834136,38.11551092,10,15,5.2058,11.503,10.654,0.849,0.186,0.8332,0.0958,0.0888,0.0071,47.9238,44.3867,3.5371,0.00849,0.00186,18.339505,-88.107522,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",5,"Shipstern Lagoon_2_5_mangrove",2021,9,6,18.339505,-88.107522,"handheld",1,45,"mangrove","sparse red and black mangrove, ankle deep water, lots of curved roots on red (hurricane?)","Lagoon","National Legislation",NA,"healthy",8.3,23,-10,"falling tide (plots 1-6)",49,"Avicennia germinans",37.14029469,28.54746425,9.56804667,46.70834136,38.11551092,15,20,4.5783,11.85,10.793,1.057,0.147,1.1744,0.1392,0.1267,0.0124,69.5803,63.3739,6.2064,0.01057,0.00147,18.339505,-88.107522,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",5,"Shipstern Lagoon_2_5_mangrove",2021,9,6,18.339505,-88.107522,"handheld",1,45,"mangrove","sparse red and black mangrove, ankle deep water, lots of curved roots on red (hurricane?)","Lagoon","National Legislation",NA,"healthy",8.3,23,-10,"falling tide (plots 1-6)",49,"Avicennia germinans",37.14029469,28.54746425,9.56804667,46.70834136,38.11551092,20,25,4.0239,11.347,10.742,0.605,0.12,1.3328,0.1512,0.1432,0.0081,75.6176,71.5858,4.0318,0.00605,0.0012,18.339505,-88.107522,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",5,"Shipstern Lagoon_2_5_mangrove",2021,9,6,18.339505,-88.107522,"handheld",1,45,"mangrove","sparse red and black mangrove, ankle deep water, lots of curved roots on red (hurricane?)","Lagoon","National Legislation",NA,"healthy",8.3,23,-10,"falling tide (plots 1-6)",49,"Avicennia germinans",37.14029469,28.54746425,9.56804667,46.70834136,38.11551092,25,30,3.8858,10.734,10.518,0.216,0.09,1.2989,0.1394,0.1366,0.0028,69.7139,68.311,1.4029,0.00216,9e-04,18.339505,-88.107522,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",5,"Shipstern Lagoon_2_5_mangrove",2021,9,6,18.339505,-88.107522,"handheld",1,45,"mangrove","sparse red and black mangrove, ankle deep water, lots of curved roots on red (hurricane?)","Lagoon","National Legislation",NA,"healthy",8.3,23,-10,"falling tide (plots 1-6)",49,"Avicennia germinans",37.14029469,28.54746425,9.56804667,46.70834136,38.11551092,30,35,5.9559,9.933,9.392,0.541,0.082,1.1408,0.1133,0.1071,0.0062,56.6581,53.5722,3.0859,0.00541,0.00082,18.339505,-88.107522,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",5,"Shipstern Lagoon_2_5_mangrove",2021,9,6,18.339505,-88.107522,"handheld",1,45,"mangrove","sparse red and black mangrove, ankle deep water, lots of curved roots on red (hurricane?)","Lagoon","National Legislation",NA,"healthy",8.3,23,-10,"falling tide (plots 1-6)",49,"Avicennia germinans",37.14029469,28.54746425,9.56804667,46.70834136,38.11551092,35,40,9.4667,6.842,5.986,0.856,0.08,0.8097,0.0554,0.0485,0.0069,27.7014,24.2357,3.4657,0.00856,8e-04,18.339505,-88.107522,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",5,"Shipstern Lagoon_2_5_mangrove",2021,9,6,18.339505,-88.107522,"handheld",1,45,"mangrove","sparse red and black mangrove, ankle deep water, lots of curved roots on red (hurricane?)","Lagoon","National Legislation",NA,"healthy",8.3,23,-10,"falling tide (plots 1-6)",49,"Avicennia germinans",37.14029469,28.54746425,9.56804667,46.70834136,38.11551092,40,45,11.0075,1.847,0.402,1.445,0.094,0.5939,0.011,0.0024,0.0086,5.4846,1.1937,4.2909,0.01445,0.00094,18.339505,-88.107522,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,0,5,14.3914,11.35,8.181,3.169,0.464,0.3633,0.0412,0.0297,0.0115,20.6145,14.8588,5.7557,0.03169,0.00464,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,5,10,11.6938,10.063,8.259,1.804,0.192,0.534,0.0537,0.0441,0.0096,26.8698,22.0529,4.817,0.01804,0.00192,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,10,15,11.4257,9.779,8.087,1.692,0.208,0.587,0.0574,0.0475,0.0099,28.7017,23.7356,4.9661,0.01692,0.00208,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,15,20,10.7971,10.242,9.009,1.233,0.186,0.571,0.0585,0.0514,0.007,29.2392,25.7192,3.52,0.01233,0.00186,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,20,25,7.0915,11.585,10.368,1.217,0.123,1.4283,0.1655,0.1481,0.0174,82.7322,74.0412,8.691,0.01217,0.00123,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,25,30,5.2738,11.941,10.919,1.022,0.08,1.8457,0.2204,0.2015,0.0189,110.1994,100.7677,9.4317,0.01022,8e-04,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,30,35,5.8685,11.936,10.903,1.033,0.08,1.016,0.1213,0.1108,0.0105,60.6345,55.3869,5.2476,0.01033,8e-04,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,35,40,3.5454,11.818,11.323,0.495,0.062,1.1335,0.134,0.1283,0.0056,66.9763,64.171,2.8053,0.00495,0.00062,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,40,45,3.2265,11.758,11.384,0.374,0.046,1.0161,0.1195,0.1157,0.0038,59.7369,57.8368,1.9001,0.00374,0.00046,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","Shipstern Lagoon","2",6,"Shipstern Lagoon_2_6_mangrove",2021,9,6,18.339577,-88.107774,"handheld",1,47,"mangrove","very sparse mangrove, red (60%) and black (40%) mix","Lagoon","National Legislation",NA,"healthy",8.19,23,-63,"falling tide (plots 1-6)",14,"Avicennia germinans",48.78607846,39.00303691,7.337491305,56.12356976,46.34052822,45,47,3.5847,11.515,11.048,0.467,0.047,1.1789,0.1357,0.1302,0.0055,40.724,39.0724,1.6516,0.00467,0.00047,18.339577,-88.107774,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,0,5,36.619,20.8396,7.25,13.5896,1.3054,0.1572,0.0328,0.0114,0.0214,16.3828,5.6995,10.6833,0.135896,0.013054,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,5,10,36.3061,33.1175,6.6339,26.4836,1.4186,0.2563,0.0849,0.017,0.0679,42.4377,8.5009,33.9368,0.264836,0.014186,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,10,15,26.4172,16.812,7.4813,9.3306,0.9014,0.3779,0.0635,0.0283,0.0353,31.7691,14.1372,17.6318,0.093306,0.009014,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,15,20,14.1793,12.6695,8.5337,4.1357,0.4393,0.6654,0.0843,0.0568,0.0275,42.151,28.3915,13.7595,0.041357,0.004393,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,20,25,8.7007,10.961,14.7558,-3.7948,0.194,1.1094,0.1216,0.1637,-0.0421,60.8009,81.8508,-21.0499,-0.037948,0.00194,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,25,30,9.9855,11.5788,8.7292,2.8496,0.3089,0.832,0.0963,0.0726,0.0237,48.1677,36.3134,11.8543,0.028496,0.003089,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,30,35,5.3321,10.7096,9.9147,0.7949,0.1272,1.028,0.1101,0.1019,0.0082,55.0455,50.96,4.0855,0.007949,0.001272,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,35,40,4.1238,10.8221,10.2799,0.5422,0.0804,1.1149,0.1207,0.1146,0.006,60.3301,57.3075,3.0226,0.005422,0.000804,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,40,45,4.8153,10.721,10.459,0.262,0.097,1.0481,0.1124,0.1096,0.0027,56.1819,54.8089,1.373,0.00262,0.00097,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,45,50,4.6117,10.8854,10.1467,0.7387,0.0887,0.8073,0.0879,0.0819,0.006,43.9369,40.9553,2.9816,0.007387,0.000887,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,72.5,77.5,16.7173,3.3976,3.0765,0.321,0.0445,1.3219,0.0449,0.0407,0.0042,224.5568,203.3377,21.2191,0.00321,0.000445,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,115,120,19.0403,6.9669,2.4255,4.5414,0.1897,0.8655,0.0603,0.021,0.0393,301.5067,104.9687,196.538,0.045414,0.001897,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,172.5,177.5,27.2205,10.2463,2.6199,7.6264,0.3728,0.6699,0.0686,0.0176,0.0511,343.2065,87.7564,255.4501,0.076264,0.003728,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",1,"New River_1_1_mangrove",2021,9,7,18.341585,-88.38512,"handheld",4,224,"mangrove","forest mix of palms/marsh shrubs/mangroves, muddy with small pockests of water","Riverine","National Legislation",NA,"disturbed",7.2,8,-222,"high (plot 1) to falling tide (plots 2-6)",4,"Rhizophora mangle",638.2624003,99.49767285,16.39747963,654.6598799,115.8951525,219,224,26.2762,4.5973,0,4.5973,0.2162,0.7865,0.0362,0,0.0362,86.7766,0,86.7766,0.045973,0.002162,18.341585,-88.38512,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,0,5,68.7781,34.8961,0,34.8961,2.0466,0.1161,0.0405,0,0.0405,20.2596,0,20.2596,0.348961,0.020466,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,5,10,70.4853,35.4028,0,35.4028,2.4032,0.1455,0.0515,0,0.0515,25.7521,0,25.7521,0.354028,0.024032,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,10,15,48.5121,22.2036,2.752,19.4517,1.697,0.2201,0.0489,0.0061,0.0428,24.4397,3.0291,21.4106,0.194517,0.01697,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,15,20,55.716,24.2124,1.478,22.7344,1.9319,0.1973,0.0478,0.0029,0.0449,23.8886,1.4583,22.4304,0.227344,0.019319,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,20,25,20.2882,15.048,7.8438,7.2042,0.684,0.5175,0.0779,0.0406,0.0373,38.9398,20.2974,18.6424,0.072042,0.00684,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,25,30,10.9705,12.1825,9.2531,2.9295,0.3394,0.7214,0.0879,0.0668,0.0211,43.9435,33.3767,10.5668,0.029295,0.003394,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,30,35,5.804,11.367,10.268,1.099,0.166,0.9891,0.1124,0.1016,0.0109,56.2162,50.781,5.4352,0.01099,0.00166,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,35,40,4.7534,10.897,10.397,0.5,0.095,0.8589,0.0936,0.0893,0.0043,46.796,44.6488,2.1472,0.005,0.00095,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,40,45,3.1919,10.9507,10.654,0.2967,0.0706,1.2499,0.1369,0.1332,0.0037,68.4372,66.583,1.8542,0.002967,0.000706,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,45,50,3.38,11.196,0,11.196,0.078,1.1583,0.1297,0,0.1297,64.8423,0,64.8423,0.11196,0.00078,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,72.5,77.5,18.1643,2.9546,2.2261,0.7285,0.0533,1.2156,0.0359,0.0271,0.0089,179.5754,135.3004,44.275,0.007285,0.000533,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,111,116,16.1317,4.5844,4.1049,0.4796,0.0687,1.051,0.0482,0.0431,0.005,96.3658,86.2853,10.0805,0.004796,0.000687,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,122.5,127.5,22.9828,14.621,6.6253,7.9958,0.4654,0.6899,0.1009,0.0457,0.0552,252.1781,114.2704,137.9077,0.079958,0.004654,18.341424,-88.384933,"mangrove"
"Morrissette_et_al_2023","New River","1",2,"New River_1_2_mangrove",2021,9,7,18.341424,-88.384933,"handheld",4,232,"mangrove","sparse red mangrove, bromeliad and shrubs, standing water 6 in","Riverine","National Legislation",NA,"disturbed",7.18,11,-224,"high (plot 1) to falling tide (plots 2-6)",1,"Rhizophora mangle",938.022128,172.7734705,0.33027604,938.3524041,173.1037465,145,150,37.4925,13.0119,0,13.0119,0.5037,0.6483,0.0844,0,0.0844,210.9025,0,210.9025,0.130119,0.005037,18.341424,-88.384933,"mangrove"
