"study_id","site_id","core_id","core_year","core_latitude","core_longitude","core_position_method","core_position_notes","salinity_class","salinity_method","vegetation_class","vegetation_method","core_length_flag","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","cs137_activity","cs137_activity_se","depth_interval_notes","fraction_nitrogen","Habitat_type"
"Piazza_et_al_2020","CRMS0147","0147_2",2006.75,29.665667,-89.604183,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.3254,0.259954,0.096177,0.4525,3.7203,NA,0.005008,"saltmarsh"
"Piazza_et_al_2020","CRMS0147","0147_2",2006.75,29.665667,-89.604183,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.5727,0.122762,0.03848,4.9014,2.0088,NA,0.002025,"saltmarsh"
"Piazza_et_al_2020","CRMS0147","0147_2",2006.75,29.665667,-89.604183,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.9542,0.077963,0.022507,1.1402,1.2018,NA,0.001219,"saltmarsh"
"Piazza_et_al_2020","CRMS0147","0147_2",2006.75,29.665667,-89.604183,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.3574,0.266886,0.122577,-1.1139,3.1704,NA,0.006445,"saltmarsh"
"Piazza_et_al_2020","CRMS0147","0147_2",2006.75,29.665667,-89.604183,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.3633,0.24947,0.120438,-2.0579,2.4127,NA,0.005893,"saltmarsh"
"Piazza_et_al_2020","CRMS0147","0147_2",2006.75,29.665667,-89.604183,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.2844,0.348352,0.158606,5.4276,3.8097,NA,0.008268,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.6493,0.092547,0.010512,0.1989,0.7477,NA,0.001341,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.5485,0.121544,0.025141,1.135,0.8513,NA,0.00209,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.6398,0.113605,0.019595,2.1716,0.7445,NA,0.001794,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.5916,0.113567,0.020835,1.6355,0.5851,NA,0.001957,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.7443,0.075325,0.013002,-0.076,0.669,NA,0.001449,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.5786,0.107248,0.020118,1.6899,0.7666,NA,0.001885,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.4085,0.219842,0.030559,1.3616,0.8406,NA,0.002386,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.4373,0.165766,0.044162,2.9754,1.1252,NA,0.003098,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.5093,0.159287,0.031625,1.5761,1.0199,NA,0.002489,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.4593,0.168297,0.03919,3.8087,1.0315,NA,0.002922,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.4702,0.159945,0.034998,3.0839,1.0396,NA,0.00268,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.3751,0.209636,0.058063,5.0035,1.2637,NA,0.003957,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.3931,0.201327,0.059497,8.7989,1.3249,NA,0.004064,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.5167,0.148464,0.037968,10.5408,1.0156,NA,0.002752,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.5415,0.133256,0.035148,14.2551,0.9966,NA,0.002509,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.5011,0.174975,0.032847,15.5118,1.1096,NA,0.002509,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.5788,0.11684,0.023601,10.1536,0.8173,NA,0.001933,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.4438,0.164372,0.046111,9.9135,1.1519,NA,0.003133,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.5358,0.134982,0.0344,4.6679,0.9238,NA,0.002469,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.4631,0.156976,0.042597,3.5075,1.0604,NA,0.002977,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.4551,0.172936,0.05157,1.3238,1.1111,NA,0.003343,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_1",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.4207,0.189147,0.054746,1.0573,1.0784,NA,0.003657,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.662,0.089434,0.02295,0.0415,0.7725,NA,0.001548,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.5913,0.096148,0.024051,0.5749,0.8902,NA,0.001524,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.6773,0.084901,0.018559,0.2843,0.7443,NA,0.00116,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.5797,0.144286,0.034013,0.9644,0.8509,NA,0.002163,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.7931,0.071272,0.019782,0.9079,0.5667,NA,0.001243,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.7549,0.087891,0.024954,0.981,0.4736,NA,0.001587,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.6125,0.114892,0.030905,1.2956,0.6663,NA,0.001994,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.596,0.138449,0.041876,1.9901,0.8014,NA,0.002639,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.5922,0.12748,0.037175,2.808,0.6277,NA,0.00244,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.5622,0.118624,0.034927,2.0039,0.6562,NA,0.002271,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.568,0.114578,0.031917,3.3676,0.8465,NA,0.002089,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.45,0.167155,0.043751,5.5082,1.1358,NA,0.002792,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.3891,0.179715,0.057542,12.5537,1.1883,NA,0.003636,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.4452,0.155249,0.044171,10.8775,1.0673,NA,0.002683,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.5268,0.141951,0.02959,11.1729,0.7314,NA,0.001838,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.4829,0.143019,0.03398,15.7725,1.1033,NA,0.002162,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.598,0.126278,0.03002,11.3011,0.9657,NA,0.001867,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.4902,0.147329,0.036708,7.1496,0.9526,NA,0.002231,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.5992,0.124044,0.03116,6.076,0.8905,NA,0.001912,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.5149,0.125371,0.037415,9.2924,0.9781,NA,0.002248,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.5812,0.10795,0.031929,3.5248,0.908,NA,0.001941,"saltmarsh"
"Piazza_et_al_2020","CRMS0147_H","0147_H_2",2006.75,29.590083,-89.613383,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.4682,0.164137,0.055858,2.4387,0.9895,NA,0.003134,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.1149,0.305069,0.152088,6.2623,2.2341,NA,0.008153,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.2632,0.263928,0.085213,5.376,1.0355,NA,0.005873,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.2072,0.332645,0.080782,6.4861,1.2071,NA,0.005584,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.1537,0.371176,0.09609,8.6472,1.6031,NA,0.007069,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.1388,0.311201,0.121026,11.6431,1.8285,NA,0.009186,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.1788,0.327963,0.114016,3.1937,1.2733,NA,0.008889,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.174,0.338045,0.147597,6.4781,1.4157,NA,0.011379,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.1521,0.411842,0.147974,8.2441,1.6685,NA,0.010749,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.2026,0.298026,0.098232,11.4808,1.2715,NA,0.006908,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.1717,0.367133,0.09899,8.8712,1.6307,NA,0.007038,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.1218,0.456403,0.142075,16.15,1.9919,NA,0.010584,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.0993,0.548471,0.195976,18.016,2.4448,NA,0.014796,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.1038,0.537868,0.204263,20.6586,3.3428,NA,0.016689,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.0938,0.486822,0.175697,74.8613,3.9917,NA,0.012784,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.1282,0.452962,0.164457,73.5755,3.4343,NA,0.012342,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.087,0.576522,0.201181,64.6871,4.2896,NA,0.014981,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.1095,0.57336,0.233685,46.5274,3.7725,NA,0.01719,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.0981,0.673783,0.260957,9.3791,3.4106,NA,0.019334,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.096,0.689655,0.284588,5.7135,2.6818,NA,0.020227,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.0933,0.68369,0.282998,10.0759,3.3062,NA,0.019747,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.1276,0.529602,0.219302,-0.898,2.75,NA,0.014129,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.1578,0.468669,0.171651,NA,NA,NA,0.01092,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_1",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",44,46,0.1522,0.511649,0.199362,NA,NA,NA,0.013426,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.1695,0.304435,0.094942,6.3918,2.2328,NA,0.0066,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.2378,0.293627,0.06646,3.89,1.7682,NA,0.004738,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.1784,0.409574,0.115576,4.7364,2.1353,NA,0.008202,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.1972,0.34798,0.110683,7.767,1.4068,NA,0.00828,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.1472,0.421827,0.151458,5.0007,2.5225,NA,0.012513,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.1713,0.393361,0.149996,13.8006,2.0027,NA,0.011021,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.1609,0.400238,0.148293,10.5546,1.7511,NA,0.010818,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.1472,0.434161,0.131734,11.2998,1.8615,NA,0.009612,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.1152,0.478882,0.16251,22.0012,3.1095,NA,0.012644,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.0921,0.515157,0.177264,2.4346,4.1623,NA,0.013303,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.0801,0.58837,0.188299,0,4.4464,NA,0.014661,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.0934,0.617479,0.233084,6.5946,4.1609,NA,0.016304,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.0878,0.620214,0.229693,14.3187,4.1795,NA,0.015808,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.116,0.583026,0.232756,20.3382,2.9702,NA,0.014547,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.1189,0.508369,0.202981,84.0624,3.0507,NA,0.013189,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.0948,0.625,0.238452,56.2084,4.4437,NA,0.016249,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.094,0.696039,0.264693,20.746,2.9989,NA,0.016358,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.1024,0.727859,0.256705,1.2814,3.8443,NA,0.015897,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.0915,0.732938,0.250919,0.3553,3.8376,NA,0.017039,"saltmarsh"
"Piazza_et_al_2020","CRMS0164","0164_2",2006.75,29.19392,-90.16984,"handheld","Point located next to CRMS setup on Google Earth.","saline","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.0935,0.701412,0.264461,11.1504,2.9322,NA,0.017663,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.2478,0.15153,0.07483,0.9614,2.7469,NA,0.00461,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.3656,0.152722,0.061273,2.6293,1.866,NA,0.003719,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.3489,0.186178,0.067746,1.7523,1.8746,NA,0.00421,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.3523,0.195472,0.075693,4.7019,2.0359,NA,0.00462,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.3415,0.191489,0.16546,5.5035,1.7717,NA,0.03833,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.3032,0.231935,0.076741,5.0132,2.3095,NA,0.004382,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.3266,0.230282,0.13156,3.3787,2.1501,NA,0.00736,"saltmarsh"
