"study_id","site_id","core_id","core_year","core_latitude","core_longitude","core_position_method","core_position_notes","core_elevation","core_elevation_datum","core_elevation_method","core_elevation_notes","salinity_class","salinity_method","salinity_notes","vegetation_class","peat_depth","core_length","porewater_salinity","pH","peat_depth_notes","depth_min","depth_max","dry_bulk_density","fraction_carbon","depth_interval_notes","representative_depth_min","representative_depth_max"
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-2",2017,43.2834,-124.3234,"handheld",NA,2.16,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,6.7,"peat depth is greater than or equal to 300cm",NA,NA,0.557052297939778,0.0574387073516846,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-3",2017,43.2833,-124.3233,"handheld",NA,2.121,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,16,6.9,"peat depth is greater than or equal to 300cm",5,10,0.20919175911252,0.204308567047119,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-3",2017,43.2833,-124.3233,"handheld",NA,2.121,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,16,6.9,"peat depth is greater than or equal to 300cm",20,25,0.201267828843106,0.146169548034668,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-3",2017,43.2833,-124.3233,"handheld",NA,2.121,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,16,6.9,"peat depth is greater than or equal to 300cm",37,42,0.980190174326466,0.018606516122818,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-3",2017,43.2833,-124.3233,"handheld",NA,2.121,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,16,6.9,"peat depth is greater than or equal to 300cm",72,77,1.06735340729002,0.0138552033901215,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-3",2017,43.2833,-124.3233,"handheld",NA,2.121,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,16,6.9,"peat depth is greater than or equal to 300cm",NA,NA,0.88985736925515,0.03173910141,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-4",2017,43.2831,-124.3232,"handheld",NA,2.137,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.1,"peat depth is greater than or equal to 300cm",5,10,0.270206022187005,0.151111211776733,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-4",2017,43.2831,-124.3232,"handheld",NA,2.137,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.1,"peat depth is greater than or equal to 300cm",20,25,0.274167987321712,0.138038377761841,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-4",2017,43.2831,-124.3232,"handheld",NA,2.137,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.1,"peat depth is greater than or equal to 300cm",37,42,1.19651347068146,0.01725098729,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-4",2017,43.2831,-124.3232,"handheld",NA,2.137,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.1,"peat depth is greater than or equal to 300cm",72,77,0.621236133122029,0.0448536252975464,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-4",2017,43.2831,-124.3232,"handheld",NA,2.137,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.1,"peat depth is greater than or equal to 300cm",NA,NA,1.00316957210777,0.0157279253005981,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-5",2017,43.283,-124.3231,"handheld",NA,1.934,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.3,"peat depth is greater than or equal to 300cm",5,10,0.281299524564184,0.127511863708496,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-5",2017,43.283,-124.3231,"handheld",NA,1.934,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.3,"peat depth is greater than or equal to 300cm",20,25,0.31378763866878,0.0856901836395264,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-5",2017,43.283,-124.3231,"handheld",NA,1.934,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.3,"peat depth is greater than or equal to 300cm",37,42,0.346275752773376,0.0716608762741089,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-5",2017,43.283,-124.3231,"handheld",NA,1.934,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.3,"peat depth is greater than or equal to 300cm",72,77,0.965927099841521,0.01270816922,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-5",2017,43.283,-124.3231,"handheld",NA,1.934,"NAVD88","other high resolution","leveling used to determine core position","mesohaline","measurement","refractometer","emergent",300,300,15,7.3,"peat depth is greater than or equal to 300cm",NA,NA,1.41045958795563,0.00747388064861298,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-6",2017,43.2828,-124.323,"handheld",NA,1.925,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,22,6.8,"peat depth is greater than or equal to 300cm",5,10,0.493660855784469,0.168057518005371,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-6",2017,43.2828,-124.323,"handheld",NA,1.925,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,22,6.8,"peat depth is greater than or equal to 300cm",20,25,0.291600633914422,0.118461904525757,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-6",2017,43.2828,-124.323,"handheld",NA,1.925,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,22,6.8,"peat depth is greater than or equal to 300cm",37,42,0.332805071315372,0.0908066368103027,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-6",2017,43.2828,-124.323,"handheld",NA,1.925,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,22,6.8,"peat depth is greater than or equal to 300cm",72,77,1.22503961965135,0.01369092107,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Danger Point High Marsh","COO-DAN-HM-6",2017,43.2828,-124.323,"handheld",NA,1.925,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,22,6.8,"peat depth is greater than or equal to 300cm",NA,NA,0.998415213946117,0.02133672476,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-1",2017,43.3196,-124.3313,"RTK-GPS",NA,2.296,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,8,6.7,"peat depth is greater than or equal to 300cm",5,10,0.173534072900158,0.17382438659668,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-1",2017,43.3196,-124.3313,"RTK-GPS",NA,2.296,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,8,6.7,"peat depth is greater than or equal to 300cm",20,25,0.333597464342314,0.1310744095,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-1",2017,43.3196,-124.3313,"RTK-GPS",NA,2.296,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,8,6.7,"peat depth is greater than or equal to 300cm",37,42,0.665610142630745,0.0630564451217651,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-1",2017,43.3196,-124.3313,"RTK-GPS",NA,2.296,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,8,6.7,"peat depth is greater than or equal to 300cm",72,77,0.374009508716323,0.107721490859985,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-1",2017,43.3196,-124.3313,"RTK-GPS",NA,2.296,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,8,6.7,"peat depth is greater than or equal to 300cm",NA,NA,0.993660855784469,0.0233533000946045,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-2",2017,43.3195,-124.3315,"RTK-GPS",NA,2.113,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",276,276,25,7.1,NA,5,10,0.195721077654517,0.1800827217,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-2",2017,43.3195,-124.3315,"RTK-GPS",NA,2.113,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",276,276,25,7.1,NA,20,25,0.242472266244057,0.1512457752,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-2",2017,43.3195,-124.3315,"RTK-GPS",NA,2.113,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",276,276,25,7.1,NA,37,42,0.315372424722662,0.100550928115845,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-2",2017,43.3195,-124.3315,"RTK-GPS",NA,2.113,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",276,276,25,7.1,NA,72,77,0.593502377179081,0.0647150802612305,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-2",2017,43.3195,-124.3315,"RTK-GPS",NA,2.113,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",276,276,25,7.1,NA,NA,NA,0.969889064976228,0.0212086081504822,"vertical slice of 5cm taken within the given representative depth range",100,276
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-3",2017,43.3194,-124.3317,"RTK-GPS",NA,2.007,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",300,300,21,7,"peat depth is greater than or equal to 300cm",5,10,0.497622820919176,0.06090166092,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-3",2017,43.3194,-124.3317,"RTK-GPS",NA,2.007,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",300,300,21,7,"peat depth is greater than or equal to 300cm",20,25,0.626782884310618,0.0442971468,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-3",2017,43.3194,-124.3317,"RTK-GPS",NA,2.007,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",300,300,21,7,"peat depth is greater than or equal to 300cm",37,42,0.541996830427892,0.05469296932,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-3",2017,43.3194,-124.3317,"RTK-GPS",NA,2.007,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",300,300,21,7,"peat depth is greater than or equal to 300cm",72,77,0.671156893819334,0.0382204628,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-3",2017,43.3194,-124.3317,"RTK-GPS",NA,2.007,"NAVD88","RTK-GPS",NA,"polyhaline","measurement","refractometer","emergent",300,300,21,7,"peat depth is greater than or equal to 300cm",NA,NA,0.862123613312203,0.02647463799,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-4",2017,43.3194,-124.332,"RTK-GPS",NA,2.142,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,6.9,"peat depth is greater than or equal to 300cm",5,10,0.844690966719493,0.0331892418861389,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-4",2017,43.3194,-124.332,"RTK-GPS",NA,2.142,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,6.9,"peat depth is greater than or equal to 300cm",20,25,0.775752773375594,0.02873251677,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-4",2017,43.3194,-124.332,"RTK-GPS",NA,2.142,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,6.9,"peat depth is greater than or equal to 300cm",37,42,0.467511885895404,0.07149576187,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-4",2017,43.3194,-124.332,"RTK-GPS",NA,2.142,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,6.9,"peat depth is greater than or equal to 300cm",72,77,0.801109350237718,0.03206216812,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-4",2017,43.3194,-124.332,"RTK-GPS",NA,2.142,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,6.9,"peat depth is greater than or equal to 300cm",NA,NA,1.00475435816165,0.02162260056,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-5",2017,43.3193,-124.3322,"RTK-GPS",NA,2.103,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,7.1,"peat depth is greater than or equal to 300cm",5,10,0.384310618066561,0.11517578125,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-5",2017,43.3193,-124.3322,"RTK-GPS",NA,2.103,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,7.1,"peat depth is greater than or equal to 300cm",20,25,0.389064976228209,0.078985915184021,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-5",2017,43.3193,-124.3322,"RTK-GPS",NA,2.103,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,7.1,"peat depth is greater than or equal to 300cm",37,42,0.433438985736926,0.0661569023132324,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-5",2017,43.3193,-124.3322,"RTK-GPS",NA,2.103,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,7.1,"peat depth is greater than or equal to 300cm",72,77,0.739302694136291,0.0401847887,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-5",2017,43.3193,-124.3322,"RTK-GPS",NA,2.103,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,10,7.1,"peat depth is greater than or equal to 300cm",NA,NA,0.822503961965135,0.02879636049,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-6",2017,43.3192,-124.3324,"RTK-GPS",NA,2.033,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,11,6.6,"peat depth is greater than or equal to 300cm",5,10,0.368462757527734,0.12280834197998,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-6",2017,43.3192,-124.3324,"RTK-GPS",NA,2.033,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,11,6.6,"peat depth is greater than or equal to 300cm",20,25,0.732171156893819,0.0486949062347412,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-6",2017,43.3192,-124.3324,"RTK-GPS",NA,2.033,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,11,6.6,"peat depth is greater than or equal to 300cm",37,42,0.466719492868463,0.0642934989929199,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-6",2017,43.3192,-124.3324,"RTK-GPS",NA,2.033,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,11,6.6,"peat depth is greater than or equal to 300cm",72,77,0.572900158478605,0.0515798568725586,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hampel High Marsh","COO-HAM-HM-6",2017,43.3192,-124.3324,"RTK-GPS",NA,2.033,"NAVD88","RTK-GPS",NA,"mesohaline","measurement","refractometer","emergent",300,300,11,6.6,"peat depth is greater than or equal to 300cm",NA,NA,1.07844690966719,0.00536071240901947,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-1",2017,43.2936,-124.3233,"handheld",NA,1.731,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7.2,"peat depth is greater than or equal to 300cm",5,10,0.245641838351823,0.185886573791504,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-1",2017,43.2936,-124.3233,"handheld",NA,1.731,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7.2,"peat depth is greater than or equal to 300cm",20,25,0.499207606973059,0.0453875350952148,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-1",2017,43.2936,-124.3233,"handheld",NA,1.731,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7.2,"peat depth is greater than or equal to 300cm",37,42,0.705229793977813,0.027642502784729,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-1",2017,43.2936,-124.3233,"handheld",NA,1.731,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7.2,"peat depth is greater than or equal to 300cm",72,77,1.02931854199683,0.0176894176006317,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-1",2017,43.2936,-124.3233,"handheld",NA,1.731,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7.2,"peat depth is greater than or equal to 300cm",NA,NA,0.835182250396197,0.0158130383491516,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-2",2017,43.2935,-124.3234,"handheld",NA,1.855,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7,"peat depth is greater than or equal to 300cm",5,10,0.22107765451664,0.14659236907959,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-2",2017,43.2935,-124.3234,"handheld",NA,1.855,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7,"peat depth is greater than or equal to 300cm",20,25,0.368462757527734,0.0571793508529663,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-2",2017,43.2935,-124.3234,"handheld",NA,1.855,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7,"peat depth is greater than or equal to 300cm",37,42,0.449286846275753,0.0417727327346802,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-2",2017,43.2935,-124.3234,"handheld",NA,1.855,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7,"peat depth is greater than or equal to 300cm",72,77,0.991283676703645,0.0160896301269531,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-2",2017,43.2935,-124.3234,"handheld",NA,1.855,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,7,"peat depth is greater than or equal to 300cm",NA,NA,0.904120443740095,0.0160949409008026,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-3",2017,43.2933,-124.3235,"handheld",NA,1.785,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,6.7,"peat depth is greater than or equal to 300cm",5,10,0.31378763866878,0.146551055908203,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-3",2017,43.2933,-124.3235,"handheld",NA,1.785,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,6.7,"peat depth is greater than or equal to 300cm",20,25,0.371632329635499,0.061936674118042,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-3",2017,43.2933,-124.3235,"handheld",NA,1.785,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,6.7,"peat depth is greater than or equal to 300cm",37,42,0.454041204437401,0.0506818866729736,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-3",2017,43.2933,-124.3235,"handheld",NA,1.785,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,6.7,"peat depth is greater than or equal to 300cm",72,77,0.468304278922345,0.0423489093780518,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-3",2017,43.2933,-124.3235,"handheld",NA,1.785,"NAVD88","other high resolution","leveling used to determine core position","mixoeuhaline","measurement","refractometer","emergent",300,300,34,6.7,"peat depth is greater than or equal to 300cm",NA,NA,0.476228209191759,0.0311648917198181,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-4",2017,43.2931,-124.3236,"handheld",NA,1.869,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,25,6.5,"peat depth is greater than or equal to 300cm",5,10,0.190174326465927,0.159158067703247,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-4",2017,43.2931,-124.3236,"handheld",NA,1.869,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,25,6.5,"peat depth is greater than or equal to 300cm",20,25,0.244849445324881,0.0914348125457764,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",15,30
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-4",2017,43.2931,-124.3236,"handheld",NA,1.869,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,25,6.5,"peat depth is greater than or equal to 300cm",37,42,0.46513470681458,0.0399294090270996,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",30,50
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-4",2017,43.2931,-124.3236,"handheld",NA,1.869,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,25,6.5,"peat depth is greater than or equal to 300cm",72,77,0.958003169572108,0.0170180892944336,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",50,100
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-4",2017,43.2931,-124.3236,"handheld",NA,1.869,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,25,6.5,"peat depth is greater than or equal to 300cm",NA,NA,0.965927099841521,0.0132570087909698,"vertical slice of 5cm taken within the given representative depth range",100,300
"Kauffman_et_al_2020","Hidden Creek Low Marsh","COO-HID-LM-5",2017,43.293,-124.3237,"handheld",NA,1.659,"NAVD88","other high resolution","leveling used to determine core position","polyhaline","measurement","refractometer","emergent",300,300,22,6.5,"peat depth is greater than or equal to 300cm",5,10,0.307448494453249,0.125692281723022,"vertical slice of 5cm taken within the given representative depth range; location of sampled depth interval is approximate",0,15
